10,30,0.05,0.05,0.851889383714202
10,20,0.05,0.05,0.8540466474492677
5,30,0.05,0.05,0.8562131227606901
5,20,0.05,0.05,0.8577114647773789
5,30,0.05,0.05,0.8577339135064331
5,20,0.05,0.05,0.8594916783613364
10,10,0.05,0.05,0.862688422260732
10,10,0.05,0.05,0.8629848349527718
10,30,0.05,0.1,0.864891634427522
10,30,0.05,0.1,0.8652639809324778
5,10,0.05,0.05,0.8663818906620796
10,20,0.05,0.1,0.8665944119198831
10,20,0.05,0.1,0.866693234799328
5,10,0.05,0.05,0.8668308073689107
5,30,0.05,0.1,0.8682095477000092
5,30,0.05,0.1,0.8682980418965552
5,30,0.05,0.1,0.8684693138645069
5,20,0.05,0.1,0.8694424498946337
5,20,0.05,0.1,0.8701499436862064
5,20,0.05,0.1,0.8706527144761353
2,30,0.05,0.05,0.8720602337707458
2,30,0.05,0.05,0.8722938210174986
2,20,0.05,0.05,0.8737174685327092
2,20,0.05,0.05,0.873740865340912
10,10,0.05,0.1,0.8737943460500922
10,10,0.05,0.1,0.8740473786600288
10,10,0.05,0.1,0.8756154985697165
10,5,0.05,0.05,0.8760698479433333
10,5,0.05,0.05,0.8775107848529408
5,10,0.05,0.1,0.8784853809080355
10,30,0.01,0.01,0.8786860641765276
5,10,0.05,0.1,0.8787311159638336
5,5,0.05,0.05,0.8787666947500726
5,10,0.05,0.1,0.8794944739211885
2,30,0.05,0.1,0.8795089180250015
2,30,0.05,0.1,0.8795959389717767
2,30,0.05,0.1,0.8796436891020833
5,30,0.01,0.01,0.8796746843934115
2,10,0.05,0.05,0.880042554050534
2,10,0.05,0.05,0.8801940168937296
10,20,0.01,0.01,0.8803201805164987
5,30,0.01,0.01,0.8803366281663638
2,20,0.05,0.1,0.8807881694174308
5,5,0.05,0.05,0.8810521568174835
5,20,0.01,0.01,0.8812880515485523
2,20,0.05,0.1,0.8814719242550275
2,20,0.05,0.1,0.881743891661997
5,20,0.01,0.01,0.8818329901486869
2,30,0.01,0.01,0.882040230688092
10,20,0.01,0.05,0.88237899652587
10,30,0.01,0.05,0.8823800894136489
5,30,0.01,0.05,0.8825550009501015
5,20,0.01,0.05,0.8825590733601473
2,20,0.01,0.01,0.8830876298348845
2,30,0.01,0.01,0.8831409288786307
10,20,0.01,0.05,0.8831982537551051
10,20,0.01,0.01,0.885524158155196
5,20,0.01,0.05,0.8862462575394512
2,30,0.01,0.05,0.8862620207106711
2,20,0.01,0.01,0.8868412284405626
5,30,0.01,0.05,0.8869584612222059
2,20,0.01,0.05,0.8875129641308559
2,10,0.05,0.1,0.8876874150006612
2,10,0.05,0.1,0.887971466148371
2,30,0.01,0.05,0.888657079922564
10,5,0.05,0.1,0.8886735656869773
2,10,0.05,0.1,0.8887488351190884
2,5,0.05,0.05,0.8888372555794517
10,5,0.05,0.1,0.8889361253937011
2,5,0.05,0.05,0.8890561184512596
5,5,0.05,0.1,0.8891825721288564
5,10,0.01,0.01,0.8895920333028688
10,5,0.05,0.1,0.8899257335977
5,5,0.05,0.1,0.8917992700001238
2,10,0.01,0.01,0.891890279386855
5,5,0.05,0.1,0.8918991912475738
2,20,0.01,0.05,0.8929514890784994
5,10,0.01,0.01,0.8930513672509587
10,10,0.01,0.05,0.8931448676667302
10,10,0.01,0.01,0.8932563542828261
10,10,0.01,0.01,0.8935143201829697
5,30,0.01,0.1,0.8942273084188027
2,10,0.01,0.01,0.8942340256112175
10,30,0.01,0.1,0.8945732094585646
10,30,0.01,0.1,0.8946847096079822
5,10,0.01,0.05,0.8950400304283098
10,20,0.01,0.1,0.8955701904798472
2,5,0.05,0.1,0.8956158337306203
10,20,0.01,0.1,0.8957913141662341
2,30,0.01,0.1,0.8960679091588961
2,5,0.05,0.1,0.8961232211391098
2,30,0.01,0.1,0.8967547718996324
2,5,0.05,0.1,0.8970230780866667
5,30,0.01,0.1,0.8973119956368993
5,30,0.01,0.1,0.8974802836381195
2,10,0.01,0.05,0.897983891969174
5,10,0.01,0.05,0.8980321804571206
10,20,0.01,0.1,0.8981013781541128
2,20,0.01,0.1,0.8981290033504178
5,20,0.01,0.1,0.8981363868931166
2,30,0.01,0.1,0.8996470463475634
10,10,0.01,0.05,0.8997078714787053
2,10,0.01,0.05,0.899752168682095
5,20,0.01,0.1,0.9001137659885323
2,20,0.01,0.1,0.9001217523597678
2,20,0.01,0.1,0.9003054839954545
10,10,0.01,0.1,0.9028321516673345
5,20,0.01,0.1,0.903044996203707
5,10,0.01,0.1,0.9036865414586776
2,5,0.01,0.01,0.9037294242277496
2,10,0.01,0.1,0.9045451595010312
2,5,0.01,0.01,0.9047693512698772
5,10,0.01,0.1,0.905086760853534
10,10,0.01,0.1,0.9052427149393062
5,10,0.01,0.1,0.9058325310623417
10,10,0.01,0.1,0.9061135387030199
2,10,0.01,0.1,0.9062148532353386
2,10,0.01,0.1,0.9062846014076087
2,5,0.01,0.05,0.907262146795372
5,5,0.01,0.01,0.9074094594978162
2,5,0.01,0.05,0.9074433359574104
5,5,0.01,0.05,0.9086584879506145
5,5,0.01,0.05,0.9087519986677999
5,5,0.01,0.01,0.9090116066184948
10,5,0.01,0.1,0.9092880043494721
5,5,0.01,0.1,0.9095931542091591
10,5,0.01,0.01,0.909616289461151
2,5,0.01,0.1,0.9100586500858426
2,5,0.01,0.1,0.9101633042008206
2,5,0.01,0.1,0.910359823809531
10,5,0.01,0.05,0.9105663189088083
10,5,0.01,0.05,0.9109200185032201
5,5,0.01,0.1,0.9112486530626556
5,5,0.01,0.1,0.9113280317608691
10,5,0.01,0.1,0.9128893101591354
10,5,0.01,0.1,0.913161216762931
10,5,0.01,0.01,0.9133875957431685
5,30,0.01,0.5,0.9328822707873234
2,30,0.01,0.5,0.9328845430321221
10,30,0.01,0.5,0.9328859364218135
5,20,0.01,0.5,0.9331277968387321
10,20,0.01,0.5,0.9331313790988776
2,20,0.01,0.5,0.933135005368623
2,30,0.05,0.5,0.9333341643886708
5,30,0.05,0.5,0.933334247391781
10,30,0.05,0.5,0.9333349475199636
2,10,0.01,0.5,0.9340269274162943
5,10,0.01,0.5,0.934036290037928
10,10,0.01,0.5,0.9340441702402456
5,30,0.1,0.5,0.9340562482358257
2,30,0.1,0.5,0.9340562483708809
10,30,0.1,0.5,0.9340563712740146
10,20,0.05,0.5,0.9346696721623936
5,20,0.05,0.5,0.9346698265861079
2,20,0.05,0.5,0.9346699927423814
10,5,0.01,0.5,0.9354746724732834
5,5,0.01,0.5,0.9354748157109607
2,5,0.01,0.5,0.935476470863811
5,30,0.2,0.5,0.9355760627844318
2,30,0.2,0.5,0.9355760774605707
10,30,0.2,0.5,0.9355761153874583
10,20,0.1,0.5,0.9369706362126665
2,20,0.1,0.5,0.9369706796596833
5,20,0.1,0.5,0.9369708353369268
2,10,0.05,0.5,0.9389974267454408
5,10,0.05,0.5,0.9389991025651759
10,10,0.05,0.5,0.9389993303560862
5,20,0.2,0.5,0.941703804652116
10,20,0.2,0.5,0.9417038280634776
2,20,0.2,0.5,0.9417039241367227
10,5,0.05,0.5,0.9436642484403208
5,5,0.05,0.5,0.9436669446098618
2,5,0.05,0.5,0.9436679113640157
5,10,0.1,0.5,0.9457493940324779
2,10,0.1,0.5,0.9457497496154387
10,10,0.1,0.5,0.9457497850500508
